array,kHAP,imputed,mean.info,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,250,TRUE,0.878274,198,229,73,500,485,0.980662983425414,0.988555643251776
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,250,TRUE,0.788930084745763,306,121,45,472,430,0.528413575374901,0.973164956590371
HumanHap550-2v3_B-b37,250,TRUE,0.761332618025751,312,115,39,466,412,0.524072612470402,0.96921862667719
HumanHap550v3_A-b37,250,TRUE,0.761401287553648,312,115,39,466,411,0.524072612470402,0.970007892659826
Human610-Quadv1_B-b37,250,TRUE,0.734703056768559,337,90,31,458,401,0.388318863456985,0.933701657458563
human610-quadv1_h-b37,250,TRUE,0.734589519650655,337,90,31,458,401,0.389108129439621,0.934096290449882
HumanHap650Yv3_A-b37,250,TRUE,0.762152360515021,312,115,39,466,412,0.524072612470402,0.969613259668508
Human660W-Quad_v1_A-b37,250,TRUE,0.735639130434783,339,88,33,460,403,0.388318863456985,0.9344909234412
Human660W-Quad_v1_C-b37,250,TRUE,0.735639130434783,339,88,33,460,403,0.388318863456985,0.9344909234412
human660w-quad_v1_h-b37,250,TRUE,0.73540652173913,339,88,33,460,402,0.389108129439621,0.933307024467245
Human670-QuadCustom_v1_A-b37,250,TRUE,0.735354347826087,339,88,33,460,402,0.389108129439621,0.933307024467245
HumanOmniExpress-12v1_A-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,250,TRUE,0.7664375,355,72,149,576,510,0.490923441199684,0.887924230465667
humanomniexpressexome-8v1-0_a-b37,250,TRUE,0.7664375,355,72,149,576,510,0.490923441199684,0.887924230465667
HumanOmniExpressExome-8-v1-0-B-b37,250,TRUE,0.766149305555556,355,72,149,576,510,0.490923441199684,0.892659826361484
HumanOmniExpressExome-8v1-2_A-b37,250,TRUE,0.736473684210526,359,68,143,570,484,0.490923441199684,0.867008681925809
HumanOmniExpressExome-8-v1-2-B-b37,250,TRUE,0.736473684210526,359,68,143,570,484,0.490923441199684,0.867008681925809
OmniExpressExome-8v1-1_A-b37,250,TRUE,0.747021089630932,358,69,142,569,489,0.503157063930545,0.878058405682715
OmniExpressExome-8v1-1_B-b37,250,TRUE,0.747021089630932,358,69,142,569,489,0.503157063930545,0.878058405682715
HumanOmniExpressExome-8-v1-1-C-b37,250,TRUE,0.746915641476274,358,69,142,569,491,0.503157063930545,0.877663772691397
InfiniumOmniExpressExome-8v1-3_A-b37,250,TRUE,0.740239015817223,358,69,142,569,483,0.411996842936069,0.877663772691397
InfiniumOmniExpressExome-8v1-4_A1-b37,250,TRUE,0.735516873889876,358,69,136,563,477,0.399763220205209,0.889897395422257
HumanOmni25Exome-8v1_A-b37,250,TRUE,0.867803379416283,296,131,224,651,620,0.589187056037885,0.937647987371744
HumanOmni2-5Exome-8-v1-1-A-b37,250,TRUE,0.859166666666667,297,130,221,648,613,0.589187056037885,0.94475138121547
InfiniumOmni2.5Exome-8v1-2_A-b37,250,TRUE,0.84623427672956,312,115,209,636,593,0.471586424625099,0.924625098658248
InfiniumOmni2-5Exome-8v1-3_A1-b37,250,TRUE,0.864238828967642,298,129,222,649,614,0.524467245461721,0.949486977111286
HumanOmniZhongHua-8v1_B-b37,250,TRUE,0.453780632411067,389,38,79,506,276,0.0497237569060773,0.423046566692976
humanomnizhonghua-8v1-1_a-b37,250,TRUE,0.392055555555556,392,35,77,504,224,0.0686661404893449,0.728887134964483
HumanOmniZhongHua-8v1-2_A-b37,250,TRUE,0.363493975903614,398,29,71,498,204,0.668508287292818,0.775059194948698
InfiniumOmniZhongHua-8v1-3_A1-b37,250,TRUE,0.345186,401,26,73,500,191,0.668508287292818,0.775848460931334
InfiniumOmniZhongHua-8v1-3_A2-b37,250,TRUE,0.345336,401,26,73,500,192,0.668508287292818,0.775848460931334
Human1Mv1_C-b37,250,TRUE,0.761298283261803,312,115,39,466,412,0.524072612470402,0.969613259668508
Human1M-Duov3_B-b37,250,TRUE,0.734954148471616,337,90,31,458,398,0.389108129439621,0.934096290449882
Human1M-Duov3_C-b37,250,TRUE,0.734724890829694,337,90,31,458,399,0.389108129439621,0.933307024467245
human1m-duov3_h-b37,250,TRUE,0.734890829694323,337,90,31,458,400,0.388318863456985,0.9344909234412
HumanOmni1-Quad_v1-0_B-b37,250,TRUE,0.38473441108545,409,18,6,433,207,0.12904498816101,0.532359905288082
HumanOmni1-Quad_v1-0_C-b37,250,TRUE,0.38473441108545,409,18,6,433,207,0.12904498816101,0.532359905288082
HumanOmni1-Quad_v1-0_H-b37,250,TRUE,0.38473441108545,409,18,6,433,207,0.12904498816101,0.532359905288082
humanomni1-quad_v1-0-multi_h-b37,250,TRUE,0.38473441108545,409,18,6,433,207,0.12904498816101,0.532359905288082
HumanOmni1S-8v1_H-b37,250,TRUE,0.681673378076063,363,64,20,447,364,0.36266771902131,0.906077348066298
Human1-2M-DuoCustom_v1_A-b37,250,TRUE,0.7358,339,88,33,460,403,0.388318863456985,0.935280189423836
HumanOmni2.5-4v1_B-b37,250,TRUE,0.682107382550336,363,64,20,447,364,0.36266771902131,0.910023677979479
HumanOmni2.5-4v1_D-b37,250,TRUE,0.682409395973154,363,64,20,447,365,0.36266771902131,0.906077348066298
HumanOmni2.5-4v1_H-b37,250,TRUE,0.682409395973154,363,64,20,447,365,0.36266771902131,0.906077348066298
HumanOmni2.5-8v1_A-b37,250,TRUE,0.809060263653484,324,103,104,531,490,0.355169692186267,0.93843725335438
HumanOmni2-5-8-v1-0-D-b37,250,TRUE,0.809048964218456,324,103,104,531,493,0.355169692186267,0.938042620363062
HumanOmni25-8v1-1_A-b37,250,TRUE,0.794139047619048,333,94,98,525,478,0.355169692186267,0.932912391475927
HumanOmni2-5-8-v1-2-A-b37,250,TRUE,0.695722440944882,355,72,81,508,413,0.326361483820047,0.871744277821626
humanomni25m-8v1-1_b-b37,250,TRUE,0.793626666666667,333,94,98,525,478,0.355169692186267,0.934096290449882
HumanOmni2.5-8v1_C-b37,250,TRUE,0.808824858757062,324,103,104,531,491,0.355169692186267,0.938042620363062
HumanOmni2-5-8-v1-1-C-b37,250,TRUE,0.793723809523809,333,94,98,525,478,0.355169692186267,0.933307024467245
HumanOmni2.5S-8v1_B-b37,250,TRUE,0.454951834862385,405,22,9,436,247,0.0485398579321231,0.642462509865825
HumanOmni25-8v1-2_A1-b37,250,TRUE,0.696068897637795,355,72,81,508,414,0.326361483820047,0.871349644830308
InfiniumOmni2-5-8v1-3_A1-b37,250,TRUE,0.755165067178503,343,84,94,521,463,0.363062352012628,0.936858721389108
HumanOmni5-4v1_B-b37,250,TRUE,0.825195167286245,310,117,111,538,501,0.388713496448303,0.943567482241515
humanomni5-4v1_c-b37,250,TRUE,0.82514312267658,310,117,111,538,500,0.388713496448303,0.943567482241515
HumanOmni5-4-v1-0-D-b37,250,TRUE,0.825159851301115,310,117,111,538,500,0.388713496448303,0.942778216258879
HumanOmni5-4v1-1_A-b37,250,TRUE,0.761045977011494,338,89,95,522,457,0.335043409629045,0.888318863456985
InfiniumOmni5-4v1-2_A1-b37,250,TRUE,0.803438563327032,321,106,102,529,483,0.380820836621942,0.929755327545383
HumanOmni5Exome-4v1_A-b37,250,TRUE,0.88196251874063,274,153,240,667,635,0.623125493291239,0.94672454617206
HumanOmni5Exome-4v1-1_A-b37,250,TRUE,0.883835595776772,276,151,236,663,635,0.635753749013418,0.94672454617206
HumanOmni5Exome-4v1-2_A-b37,250,TRUE,0.848905572755418,304,123,219,646,602,0.558011049723757,0.893843725335438
InfiniumOmni5Exome-4v1-3_A1-b37,250,TRUE,0.873699386503067,280,147,225,652,621,0.554853985793212,0.965272296764009
HumanCytoSNP-12v1-0_D-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,250,TRUE,0.785775390625,342,85,85,512,462,0.207182320441989,0.857537490134175
HumanCore-12-v1-0-B-b37,250,TRUE,0.7854375,342,85,85,512,463,0.207182320441989,0.857932123125493
humancore-24-v1-0-manifest-file-a-b37,250,TRUE,0.786517578125,343,84,85,512,463,0.207182320441989,0.857932123125493
InfiniumCore-24v1-1_A1-b37,250,TRUE,0.761160469667319,353,74,84,511,451,0.207971586424625,0.851617995264404
Immuno_BeadChip_11419691_B-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,250,TRUE,0.909753571428571,242,185,413,840,810,0.683109707971586,0.975532754538279
HumanExome-12v1_A-b37,250,TRUE,0.761680628272251,354,73,146,573,502,0.503157063930545,0.881610102604578
HumanExome-12v1-1_A-b37,250,TRUE,0.74709649122807,358,69,143,570,491,0.503157063930545,0.879242304656669
HumanExome-12v1-2_A-b37,250,TRUE,0.736415789473684,359,68,143,570,484,0.490923441199684,0.864246250986582
InfiniumExome-24v1-1_A1-b37,250,TRUE,0.726409574468085,360,67,137,564,472,0.399763220205209,0.889502762430939
HumanCoreExome-12v1-0_B-b37,250,TRUE,0.875085889570552,282,145,225,652,621,0.642067876874507,0.964088397790055
humancoreexome-12v1-0_c-b37,250,TRUE,0.875085889570552,282,145,225,652,621,0.642067876874507,0.964088397790055
HumanCoreExome-12-v1-0-D-b37,250,TRUE,0.875315950920245,282,145,225,652,621,0.642067876874507,0.962115232833465
humancoreexome-12v1-1_a-b37,250,TRUE,0.869631498470948,287,140,227,654,624,0.630228887134964,0.940805051302289
HumanCoreExome-12v1-1_B-b37,250,TRUE,0.870475535168196,287,140,227,654,625,0.630228887134964,0.942383583267561
HumanCoreExome-12-v1-1-C-b37,250,TRUE,0.870475535168196,287,140,227,654,625,0.630228887134964,0.942383583267561
HumanCoreExome-24v1-0_A-b37,250,TRUE,0.861230407523511,293,134,211,638,602,0.560378847671665,0.896606156274665
InfiniumCoreExome-24v1-1_A-b37,250,TRUE,0.863004672897196,291,136,215,642,607,0.560378847671665,0.912391475927388
InfiniumCoreExome-24v1-2_A1-b37,250,TRUE,0.87146248085758,290,137,226,653,622,0.539068666140489,0.942383583267561
Cardio-Metabo_Chip_11395247_A-b37,250,TRUE,0.664537444933921,327,100,27,454,359,0.616022099447514,0.910418310970797
cardio-metabo_chip_11395247_c-b37,250,TRUE,0.664537444933921,327,100,27,454,359,0.616022099447514,0.910418310970797
CVDSNP55v1_A-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,250,TRUE,0.839689710610932,306,121,195,622,578,0.552486187845304,0.883977900552486
PsychArray-B-b37,250,TRUE,0.839844051446945,306,121,195,622,579,0.552486187845304,0.878058405682715
InfiniumPsychArray-24v1-1_A1-b37,250,TRUE,0.842618819776714,308,119,200,627,588,0.461325966850829,0.9017363851618
InfiniumPsychArray-24v1-2_A1-b37,250,TRUE,0.865759630200308,293,134,222,649,621,0.539068666140489,0.93646408839779
InfiniumPsychArray-24v1-2_A2-b37,250,TRUE,0.865992295839753,293,134,222,649,619,0.539068666140489,0.935280189423836
PsychChip_15048346_B-b37,250,TRUE,0.870276758409786,287,140,227,654,623,0.630228887134964,0.941199684293607
PsychChip_v1-1_15073391_A1-b37,250,TRUE,0.880247344461305,277,150,232,659,628,0.642067876874507,0.962509865824783
GSAMD-24v1-0_20011747_A1-b37,250,TRUE,0.652114285714286,370,57,63,490,368,0.362273086029992,0.883583267561168
GSAMD-24v2-0_20024620_A1-b37,250,TRUE,0.962584976525822,140,287,638,1065,1050,0.867403314917127,0.991318074191002
GSA-24v1-0_A1-b37,250,TRUE,0.651200408997955,370,57,62,489,370,0.362273086029992,0.885556432517759
GSA-24v1-0_A2-b37,250,TRUE,0.651200408997955,370,57,62,489,370,0.362273086029992,0.885556432517759
GSA-24v1-0_A6-b37,250,TRUE,0.651094069529652,370,57,62,489,369,0.362273086029992,0.884372533543804
GSA-24v2-0_A1-b37,250,TRUE,0.939514285714286,208,219,553,980,958,0.794001578531965,0.976716653512234
GSCA-24v1-0_20010441_A1-b37,250,TRUE,0.652151020408163,370,57,63,490,371,0.362273086029992,0.883977900552486
OncoArray-500K_B-b37,250,TRUE,0.670154,376,51,73,500,392,0.589976322020521,0.9344909234412
OncoArray-500K-C-b37,250,TRUE,0.669788,376,51,73,500,392,0.589976322020521,0.936858721389108
Consortium-OncoArray_15047405_A-b37,250,TRUE,0.677055445544554,374,53,78,505,399,0.589976322020521,0.937647987371744
NeuroX_15036164_A-b37,250,TRUE,0.747712280701754,358,69,143,570,491,0.503157063930545,0.878453038674033
Mapping250K_Nsp.na32.annot-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,250,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,250,TRUE,0.786285714285714,315,112,105,532,486,0.619573796369376,0.962904498816101
